"Name","Match","EXTRACT","New","Revision","Ticker","Obsolete Date","Obsolete Month","Obsolete Year","Inception Date...4","Inception Month","Inception Year","Obsolete Type","US Category Group","Firm Name","Inception Date...8","Net Assets Date","Net Assets - Share Class USD","Share Class Type","Index Fund","Estimated Share Class Net Flow (Yearly) Year2015 USD","Estimated Share Class Net Flow (Yearly) Year2016 USD","Estimated Share Class Net Flow (Yearly) Year2017 USD","Estimated Share Class Net Flow (Yearly) Year2018 USD","Estimated Share Class Net Flow (Yearly) Year2019 USD","Annual Report Net Expense Ratio Year2015","Annual Report Net Expense Ratio Year2016","Annual Report Net Expense Ratio Year2017","Annual Report Net Expense Ratio Year2018","Annual Report Net Expense Ratio Year2019","Inception Date","Same_Year"
"Principal Global Opps Eq Hdgd A LW",TRUE," A LW","A","A",NA,2016-11-30,11,2016,2015-09-22,9,2015,"Liquidated","Alternative","Principal Funds",2015-09-22,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,1.55,NA,NA,NA,2015-09-22,0
"Eaton Vance International Small-Cap A LW",TRUE," A LW","A","A","EILAX.lw",2016-11-30,11,2016,2015-12-16,12,2015,"Liquidated","International Equity","Eaton Vance",2015-12-16,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-16,0
"State Street Clarion Glbl Infras&MLP K",TRUE," K","K","K",NA,2016-12-14,12,2016,2016-03-23,3,2016,"Liquidated","Sector Equity","State Street Global Advisors (Chicago)",2016-03-23,NA,NA,"Other","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-23,1
"PGIM Short Duration Muni High Income R6",TRUE," R6","R6","R6","PDSQX",NA,NA,NA,2017-05-25,5,2017,NA,"Municipal Bond","PGIM Funds (Prudential)",2017-05-25,2020-01-21,1245601,"Retirement","No",NA,NA,10049.346,1672573.634,-556381.118,NA,NA,NA,0.6,0.6,NA,NA
"Hartford Total Return Bond F",TRUE," F","F","F","ITBFX",NA,NA,NA,2017-02-28,2,2017,NA,"Taxable Bond","Hartford Mutual Funds",2017-02-28,2020-01-21,679681373,"Other","No",NA,NA,NA,-494315792.422,150494749.72,NA,NA,0.44,0.44,0.36,NA,NA
"DWS CROCI US T",TRUE," T","T","T","DCUUX",NA,NA,NA,2017-06-05,6,2017,NA,"U.S. Equity","DWS",2017-06-05,2020-01-21,12779,"T","No",NA,NA,-3334507.562,34.869,66.173,NA,NA,1.04,0.93,0.92,NA,NA
"DWS CROCI Equity Dividend T",TRUE," T","T","T","KDHUX",NA,NA,NA,2017-06-05,6,2017,NA,"U.S. Equity","DWS",2017-06-05,2020-01-21,13616,"T","No",NA,NA,662848.508,86.756,68.444,NA,NA,1.04,0.98,NA,NA,NA
"Natixis Sustainable Future 2045 N",TRUE," N","N","N","NSFJX",NA,NA,NA,2017-02-28,2,2017,NA,"Allocation","Natixis Funds",2017-02-28,2020-01-21,5110960,"N","No",NA,NA,2069745.929,63960.426,1818566.542,NA,NA,NA,0.61,0.58,NA,NA
"First Eagle Gold R3",TRUE," R3","R3","R3","EAURX",NA,NA,NA,2018-05-01,5,2018,NA,"Sector Equity","First Eagle",2018-05-01,2020-01-21,542521,"Retirement","No",NA,NA,NA,50120.514,389634.661,NA,NA,NA,1.32,1.25,NA,NA
"Hartford Climate Opportunities R6",TRUE," R6","R6","R6","HEOVX",NA,NA,NA,2016-02-29,2,2016,NA,"International Equity","Hartford Mutual Funds",2016-02-29,2020-01-21,121829,"Retirement","No",NA,NA,121325.024,176505.75,-1182664.646,NA,0.9,0.9,0.9,0.67,NA,NA
"PPM Small Cap Value Institutional",TRUE," Institutional","Institutional","Instl","PZSIX",NA,NA,NA,2018-05-01,5,2018,NA,"U.S. Equity","Ppm America",2018-05-01,2020-01-21,10936739,"Inst","No",NA,NA,NA,NA,932491.624,NA,NA,NA,1,NA,NA,NA
"BNP Paribas AM US Small Cap Equity Retl",TRUE," Retl","Retl","Retl",NA,2019-07-05,7,2019,2018-10-01,10,2018,"Liquidated","U.S. Equity","BNP Paribas AM",2018-10-01,2019-07-03,34881,"Other","No",NA,NA,NA,28498.262,NA,NA,NA,NA,NA,NA,2018-10-01,0
"AllianzGI Europe Equity Dividend P",TRUE," P","P","P",NA,2019-01-22,1,2019,2015-02-02,2,2015,"Liquidated","International Equity","Allianz Global Investors",2015-02-02,2019-01-22,10547,"Other","No",24651.318,-12913.949,104489.905,-103123.733,NA,1.05,1.05,1.08,1.05,NA,2015-02-02,0
"Russell Inv Strategic Bond R6",TRUE," R6","R6","R6","RSBRX",NA,NA,NA,2016-03-01,3,2016,NA,"Taxable Bond","Russell",2016-03-01,2020-01-21,1003491,"Retirement","No",NA,645171.122,45879.351,16538.241,208950.639,NA,0.58,0.57,0.47,0.47,NA,NA
"CMG Tactical Bond A",TRUE," A","A","A","CHYAX",NA,NA,NA,2015-05-29,5,2015,NA,"Taxable Bond","CMG",2015-05-29,2020-01-21,637220,"A","No",246864.813,764098.991,-248282.568,-417020.741,246499.196,NA,1.76,1.82,1.78,1.74,NA,NA
"Nuveen Global Infrastructure R6",TRUE," R6","R6","R6","FGIWX",NA,NA,NA,2016-06-30,6,2016,NA,"Sector Equity","Nuveen",2016-06-30,2020-01-21,69106271,"Retirement","No",NA,NA,11357073.842,-5721857.99,47738517.13,NA,0.86,0.8,0.89,NA,NA,NA
"Meeder Aggressive Allocation Instl",TRUE," Instl","Instl","Instl",NA,2018-12-03,12,2018,2016-10-31,10,2016,"Merged","Allocation","Meeder Funds",2016-10-31,2018-11-30,11436897,"Inst","No",NA,321969.271,18473216.337,NA,NA,NA,0.93,0.94,NA,NA,2016-10-31,0
"Meeder Moderate Allocation Institutional",TRUE," Institutional","Institutional","Instl","DVOIX",NA,NA,NA,2016-10-31,10,2016,NA,"Allocation","Meeder Funds",2016-10-31,2020-01-21,134169001,"Inst","No",NA,219868.978,34083044.703,86432871.035,-1236360.844,NA,1,0.91,0.87,NA,NA,NA
"Meeder Balanced Institutional",TRUE," Institutional","Institutional","Instl","BLNIX",NA,NA,NA,2016-10-31,10,2016,NA,"Allocation","Meeder Funds",2016-10-31,2020-01-21,299193711,"Inst","No",NA,212363.127,158703133.902,78216538.279,23290889.18,NA,0.85,0.93,0.93,NA,NA,NA
"Virtus Aviva Multi-Strategy Trgt Re A LW",TRUE," A LW","A","A","VMSAX.lw",2016-11-30,11,2016,2015-07-20,7,2015,"Liquidated","Alternative","Virtus",2015-07-20,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,2015-07-20,0
"American Funds Washington Mutual R5E",TRUE," R5E","R5E","R5E","RWMHX",NA,NA,NA,2015-11-20,11,2015,NA,"U.S. Equity","American Funds",2015-11-20,2020-01-21,281952121,"Retirement","No",9517.867,64106.125,628492.66,85504587.805,103179731.221,NA,0.22,0.48,0.43,0.43,NA,NA
"American Funds New Economy R5E",TRUE," R5E","R5E","R5E","RNGHX",NA,NA,NA,2015-11-20,11,2015,NA,"U.S. Equity","American Funds",2015-11-20,2020-01-21,59819339,"Retirement","No",9443.751,-209.872,144699.72,9528093.898,42039045.925,0.02,0.69,0.55,0.58,NA,NA,NA
"American Funds Global Balanced R5E",TRUE," R5E","R5E","R5E","RGBHX",NA,NA,NA,2015-11-20,11,2015,NA,"Allocation","American Funds",2015-11-20,2020-01-21,3916085,"Retirement","No",9797.863,-145.647,-265.703,1658588.452,1540124.716,NA,0.75,0.57,0.65,0.65,NA,NA
"Columbia Minnesota Tax-Exempt Inst3",TRUE," Inst3","Inst3","Inst3","CMNYX",NA,NA,NA,2017-03-01,3,2017,NA,"Municipal Bond","Columbia",2017-03-01,2020-01-21,11138022,"Inst","No",NA,NA,6319847.488,576733.629,3297546.655,NA,NA,0.53,0.5,0.49,NA,NA
"USAA Government Securities R6",TRUE," R6","R6","R6","URGSX",NA,NA,NA,2016-12-01,12,2016,NA,"Taxable Bond","USAA",2016-12-01,2020-01-21,6554179,"Retirement","No",NA,4993613,1587627.413,-449167.688,16445.184,NA,NA,0.35,0.35,0.35,NA,NA
"Fidelity® SAI Long-Term Treasury Bd Idx",TRUE," Idx","Idx","Idx","FBLTX",NA,NA,NA,2015-10-08,10,2015,NA,"Taxable Bond","Fidelity Investments",2015-10-08,2019-12-31,660928193,"Other","Yes",701308489.297,44715489.776,-51913746.349,-660091475.359,622104589.816,NA,0.15,0.11,0.06,0.03,NA,NA
"BMO Global Long/Short Equity A LW",TRUE," A LW","A","A","BGAQX.lw",2016-11-30,11,2016,2015-09-17,9,2015,"Liquidated","Alternative","BMO Funds",2015-09-17,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,2015-09-17,0
"Holbrook Income Investor",TRUE," Investor","Investor","Investor","HOBEX",NA,NA,NA,2016-07-06,7,2016,NA,"Taxable Bond","Holbrook Holdings",2016-07-06,2020-01-21,23616406,"Inv","No",NA,9906.556,140978.03,5237671.25,14585370.451,NA,NA,1.8,1.8,1.8,NA,NA
"American Funds Mortgage R5E",TRUE," R5E","R5E","R5E","RMAHX",NA,NA,NA,2015-11-20,11,2015,NA,"Taxable Bond","American Funds",2015-11-20,2020-01-21,324191,"Retirement","No",9891.985,-223.581,-175.462,86989.594,198105.733,NA,0.53,0.4,0.45,0.46,NA,NA
"DWS High Income T",TRUE," T","T","T","KHYTX",NA,NA,NA,2017-06-05,6,2017,NA,"Taxable Bond","DWS",2017-06-05,2020-01-21,11502,"T","No",NA,NA,3896519.169,126.911,109.794,NA,NA,1.05,0.97,0.98,NA,NA
"Fidelity® Flex Large Cap Growth",TRUE," Growth","Growth","Growth","FLCLX",NA,NA,NA,2017-03-08,3,2017,NA,"U.S. Equity","Fidelity Investments",2017-03-08,2019-12-31,32230136,"Other","No",NA,NA,10900484.16,3520441.749,9880783.74,NA,NA,0,0,0,NA,NA
"DWS CROCI US R",TRUE," R","R","R","DCUTX",NA,NA,NA,2016-12-09,12,2016,NA,"U.S. Equity","DWS",2016-12-09,2020-01-21,1811020,"Retirement","No",NA,-7903,-104349.843,-209493.876,-417528.272,NA,NA,1.27,1.29,1.29,NA,NA
"Goldman Sachs Equity Income R6",TRUE," R6","R6","R6","GRGUX",NA,NA,NA,2015-07-31,7,2015,NA,"U.S. Equity","Goldman Sachs",2015-07-31,2019-12-31,6339470,"Retirement","No",10002.265,-0.061,2.463,13.551,5288001.432,0.69,0.73,0.73,0.72,0.72,NA,NA
"T. Rowe Price Maryland S-T Tax-Fr I",TRUE," I","I","Instl","TRMUX",NA,NA,NA,2017-07-06,7,2017,NA,"Municipal Bond","T. Rowe Price",2017-07-06,2020-01-21,46467049,"Inst","No",NA,NA,18804803.202,28816431.52,-2983998.184,NA,NA,NA,0.44,0.44,NA,NA
"Virtus Seix Core Bond A{mg}",TRUE," A{mg}","A","A",NA,2017-07-14,7,2017,2017-06-01,6,2017,"Merged",NA,"Virtus",2017-06-01,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-01,1
"Virtus WCM International Equity A{mg}",TRUE," A{mg}","A","A",NA,2017-07-14,7,2017,2017-06-01,6,2017,"Merged",NA,"Virtus",2017-06-01,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-01,1
"Transamerica Intermediate Muni T1",TRUE," T1","T1","T1",NA,2019-02-15,2,2019,2017-03-17,3,2017,"Liquidated","Municipal Bond","Transamerica",2017-03-17,2019-02-19,0,"Other","No",NA,NA,10122.709,78.286,NA,NA,NA,0.73,0.62,NA,2017-03-17,0
"Franklin Mutual Recovery Advisor",TRUE," Advisor","Advisor","Advisor",NA,2015-08-27,8,2015,2015-01-28,1,2015,"Liquidated",NA,"Franklin Templeton Investments",2015-01-28,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-28,1
"Victory RS Investors A{mg}",TRUE," A{mg}","A","A",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Victory RS Small Cap Equity Y{mg}",TRUE," Y{mg}","Y","Y",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Victory RS Focused Opportunity Y{mg}",TRUE," Y{mg}","Y","Y",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"BlackRock International Dividend K",TRUE," K","K","K","BREKX",NA,NA,NA,2018-01-26,1,2018,NA,"International Equity","BlackRock",2018-01-26,2020-01-21,3888329,"Retirement","No",NA,NA,NA,3609077.511,-181426.314,NA,NA,NA,0.79,0.79,NA,NA
"Goldman Sachs Emerging Markets Dbt R6",TRUE," R6","R6","R6","GSIUX",NA,NA,NA,2015-07-31,7,2015,NA,"Taxable Bond","Goldman Sachs",2015-07-31,2020-01-21,234732629,"Retirement","No",9966.781,23275735.015,14094091.099,374798708.616,-189091834.034,NA,0.87,0.87,0.84,0.85,NA,NA
"Goldman Sachs Global Income R6",TRUE," R6","R6","R6","GBIUX",NA,NA,NA,2015-07-31,7,2015,NA,"Taxable Bond","Goldman Sachs",2015-07-31,2020-01-21,320193543,"Retirement","No",10001.36,4138053.033,2479508.712,165653101.206,110873631.337,NA,0.68,0.67,0.68,0.68,NA,NA
"American Century High Income Investor",TRUE," Investor","Investor","Investor","AHIVX",NA,NA,NA,2017-10-02,10,2017,NA,"Taxable Bond","American Century Investments",2017-10-02,2020-01-21,28255003,"Inv","No",NA,NA,434952.485,10566500.306,16273655.507,NA,NA,NA,0.78,0.78,NA,NA
"Goldman Sachs Short-Term Cnsrv Inc A LW",TRUE," A LW","A","A","GPAPX.lw",2016-11-30,11,2016,2016-10-31,10,2016,"Liquidated","Taxable Bond","Goldman Sachs",2016-10-31,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-31,1
"Virtus Seix Floating Rate High Inc C{mg}",TRUE," C{mg}","C","C",NA,2017-07-14,7,2017,2017-06-01,6,2017,"Merged",NA,"Virtus",2017-06-01,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-01,1
"SEI US Equity Factor Allocation A (SIIT)",TRUE," A (SIIT)","A","A","SEHAX",NA,NA,NA,2018-04-26,4,2018,NA,"U.S. Equity","SEI",2018-04-26,2020-01-21,848939357,"Other","No",NA,NA,NA,612871504.069,88796611.489,NA,NA,NA,0.04,0.02,NA,NA
"Crawford Small Cap Dividend C",TRUE," C","C","C","CDOCX",NA,NA,NA,2015-04-28,4,2015,NA,"U.S. Equity","Crawford",2015-04-28,2020-01-21,1465403,"C","No",67759.068,19463.903,80391.522,101092.224,1061430.731,2.05,2.05,2.05,2.05,NA,NA,NA
"PGIM High Yield R4",TRUE," R4","R4","R4","PHYGX",NA,NA,NA,2017-12-27,12,2017,NA,"Taxable Bond","PGIM Funds (Prudential)",2017-12-27,2020-01-21,15202771,"Retirement","No",NA,NA,10007,2270417.034,11507973.713,NA,NA,NA,0.66,0.66,NA,NA
"Nationwide Long/Short Equity R6",TRUE," R6","R6","R6","NWLFX",NA,NA,NA,2015-08-28,8,2015,NA,"Alternative","Nationwide",2015-08-28,2020-01-21,16372310,"Inst","No",113704.607,-107912.745,15075963.353,7343.362,22743.762,NA,2.82,3.04,2.92,2.93,NA,NA
"American Century NT Intl Sm-Md Cp Inv",TRUE," Inv","Inv","Investor","ANTSX",NA,NA,NA,2015-03-19,3,2015,NA,"International Equity","American Century Investments",2015-03-19,2020-01-21,93586763,"Inv","No",60480596.923,1420997.017,-6370336.7,30333606.882,-20525318.205,1.47,1.47,1.48,1.47,NA,NA,NA
"Baillie Gifford Global Alpha Equity 1 LW",TRUE," 1 LW","1","1",NA,2016-11-30,11,2016,2016-07-18,7,2016,"Liquidated","International Equity","Baillie Gifford Funds",2016-07-18,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-18,1
"Pacific Funds Small-Cap Value Investor",TRUE," Investor","Investor","Investor",NA,2018-07-31,7,2018,2016-01-11,1,2016,"Merged","U.S. Equity","Pacific Funds Series Trust",2016-01-11,2018-07-31,201962,"Inv","No",NA,96627.689,-2570.568,NA,NA,NA,1.35,1.35,1.35,NA,2016-01-11,0
"JPMorgan Emerging Markets Equity R5",TRUE," R5","R5","R5","JEMOX",NA,NA,NA,2016-09-09,9,2016,NA,"International Equity","JPMorgan",2016-09-09,2020-01-21,43884660,"Retirement","No",NA,20303.961,260530.786,31378532.931,3200854.252,NA,0.9,0.95,0.89,0.89,NA,NA
"BNY Mellon Small Cap Stock Index I",TRUE," I","I","Instl","DISIX",NA,NA,NA,2016-08-31,8,2016,NA,"U.S. Equity","BNY Mellon",2016-08-31,2020-01-21,270601203,"Inst","Yes",NA,108942991.196,69624156.842,78797900.645,-30555947.254,NA,0.26,0.25,0.25,0.25,NA,NA
"Day Hagan Hedged Strategy C",TRUE," C","C","C",NA,2018-06-25,6,2018,2017-01-27,1,2017,"Liquidated","Alternative","Day Hagan",2017-01-27,2018-06-25,8,"C","No",NA,NA,4885.688,NA,NA,NA,NA,2.98,NA,NA,2017-01-27,0
"JHancock ESG International Equity R6",TRUE," R6","R6","R6","JTQRX",NA,NA,NA,2016-12-14,12,2016,NA,"International Equity","John Hancock",2016-12-14,2020-01-21,2462933,"Retirement","No",NA,1499456,-15474.819,15413.036,294693.353,NA,NA,0.93,0.92,0.92,NA,NA
"Rational Dynamic Momentum A Load Waived",TRUE," A Load Waived","A","A","RDMAX.lw",2016-11-30,11,2016,2016-10-03,10,2016,"Liquidated","Alternative","Rational Funds",2016-10-03,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-03,1
"North Square Dynamic Small Cap A",TRUE," A","A","A","ORSAX",NA,NA,NA,2015-12-01,12,2015,NA,"U.S. Equity","North Square",2015-12-01,2020-01-21,84722,"A","No",12764,47067.198,-1002.795,7932.018,-6174.654,NA,1.4,1.4,1.4,1.4,NA,NA
"Gateway N",TRUE," N","N","N","GTENX",NA,NA,NA,2017-05-01,5,2017,NA,"Alternative","Natixis Funds",2017-05-01,2020-01-21,371398863,"N","No",NA,NA,123916712.322,57204370.491,168667228.675,NA,NA,0.65,0.65,NA,NA,NA
"Columbia Balanced T",TRUE," T","T","T",NA,2018-12-14,12,2018,2017-04-03,4,2017,"Merged","Allocation","Columbia",2017-04-03,2018-12-14,2438,"T","No",NA,NA,2475.663,-104.446,NA,NA,NA,0.97,0.94,NA,2017-04-03,0
"AB Emerging Markets Core Advisor",TRUE," Advisor","Advisor","Advisor",NA,2019-08-13,8,2019,2015-09-09,9,2015,"Liquidated","International Equity","AllianceBernstein",2015-09-09,2019-08-13,4071333,"Adv","No",4985260.591,3427.92,-1666419.018,-341449.297,NA,NA,1.4,1.35,1.1,1.1,2015-09-09,0
"JPMorgan Value Advantage R4",TRUE," R4","R4","R4","JVAQX",NA,NA,NA,2016-09-09,9,2016,NA,"U.S. Equity","JPMorgan",2016-09-09,2020-01-21,29772746,"Retirement","No",NA,20349.387,1938979.628,15292536.607,9263874.151,NA,NA,1,0.89,0.89,NA,NA
"Victory RS Small Cap Growth C{mg}",TRUE," C{mg}","C","C",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Miller Income C {mg}",TRUE," C {mg}","C","C",NA,2017-02-24,2,2017,2016-12-07,12,2016,"Merged",NA,"Legg Mason",2016-12-07,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-07,0
"TIAA-CREF Quant Intl Sm-Cp Eq Instl",TRUE," Instl","Instl","Instl","TIISX",NA,NA,NA,2016-12-09,12,2016,NA,"International Equity","TIAA Investments",2016-12-09,2020-01-21,57387608,"Inst","No",NA,20983410,766257205.377,-755067627.288,8868850.123,NA,NA,0.68,0.66,0.66,NA,NA
"Manulife Macro Currency W USD H Acc",TRUE," Acc","Acc","Acc",NA,NA,NA,NA,2019-01-22,1,2019,NA,NA,"Manulife Investment Management (Ireland) Limited",2019-01-22,2020-01-21,868509,NA,"No",NA,NA,NA,NA,899690.58,NA,NA,NA,NA,NA,NA,NA
"RMB Japan I",TRUE," I","I","Instl","RMBPX",NA,NA,NA,2017-12-27,12,2017,NA,"International Equity","RMB Funds",2017-12-27,2020-01-21,70619499,"Inst","No",NA,NA,99986,51893288.272,16594267.325,NA,NA,NA,1.3,NA,NA,NA
"JHancock New Opportunities A LW",TRUE," A LW","A","A","JASOX.lw",2016-11-30,11,2016,2015-05-27,5,2015,"Liquidated","U.S. Equity","John Hancock",2015-05-27,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.44,1.22,NA,NA,NA,2015-05-27,0
"Morgan Stanley Cntrpnt Global C",TRUE," C","C","C","GLCDX",NA,NA,NA,2018-06-29,6,2018,NA,"International Equity","Morgan Stanley",2018-06-29,2020-01-21,11721,"C","No",NA,NA,NA,NA,-0.363,NA,NA,NA,2.14,NA,NA,NA
"Victory RS Global Y{mg}",TRUE," Y{mg}","Y","Y",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Pacific Funds Small-Cap Growth C",TRUE," C","C","C","PFMCX",NA,NA,NA,2016-01-11,1,2016,NA,"U.S. Equity","Pacific Funds Series Trust",2016-01-11,2020-01-21,911366,"C","No",NA,115983.596,412302.13,468380.311,-226122.511,NA,2.05,2.05,2.05,2.05,NA,NA
"Touchstone Small Company R6{mg}",TRUE," R6{mg}","R6","R6",NA,2017-10-27,10,2017,2017-09-19,9,2017,"Merged",NA,"Touchstone",2017-09-19,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-19,1
"American Funds Strategic Bond 529-A LW",TRUE," 529-A LW","529A","529A","CANAX.lw",2016-11-30,11,2016,2016-03-18,3,2016,"Liquidated","Taxable Bond","American Funds",2016-03-18,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-18,1
"Polen US Small Company Growth Investor",TRUE," Investor","Investor","Investor","PBSRX",NA,NA,NA,2019-02-07,2,2019,NA,"U.S. Equity","Polen Capital",2019-02-07,2020-01-21,599380,"Inv","No",NA,NA,NA,NA,529885.82,NA,NA,NA,NA,1.5,NA,NA
"AQR Core Plus Bond N",TRUE," N","N","N","QCPNX",NA,NA,NA,2018-04-05,4,2018,NA,"Taxable Bond","AQR Funds",2018-04-05,2020-01-21,1006621,"Other","No",NA,NA,NA,566759.593,398775.534,NA,NA,NA,0.62,0.66,NA,NA
"American Century Strat Allc: Cnsrv R5",TRUE," R5","R5","R5","AACGX",NA,NA,NA,2017-04-10,4,2017,NA,"Allocation","American Century Investments",2017-04-10,2020-01-21,37714316,"Retirement","No",NA,NA,5057.494,34639207.978,-111240.427,NA,NA,0.81,0.8,0.8,NA,NA
"Vivaldi Orinda Multi-Strategy A{mg}",TRUE," A{mg}","A","A",NA,2016-12-16,12,2016,2016-10-26,10,2016,"Merged",NA,"Vivaldi",2016-10-26,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-26,1
"Calvert US Large Cap Core Rspnb Idx R6",TRUE," R6","R6","R6","CSXRX",NA,NA,NA,2017-10-03,10,2017,NA,"U.S. Equity","Calvert Research and Management",2017-10-03,2019-12-31,442612661,"Retirement","Yes",NA,NA,102336881.095,100818303.743,165283628.463,NA,NA,NA,0.19,0.19,NA,NA
"Natixis Sustainable Future 2035 N",TRUE," N","N","N","NSFGX",NA,NA,NA,2017-02-28,2,2017,NA,"Allocation","Natixis Funds",2017-02-28,2020-01-21,5726218,"N","No",NA,NA,2562302.638,761985.38,1237856.178,NA,NA,NA,0.55,0.52,NA,NA
"Stone Ridge Elements Emerg Mkts",TRUE," Mkts","Mkts","Mkts","ELMMX",NA,NA,NA,2017-05-31,5,2017,NA,"International Equity","STONE RIDGE",2017-05-31,2020-01-21,380889447,"Other","No",NA,NA,222068664.924,67493302.389,58351645.729,NA,NA,NA,0.22,0.22,NA,NA
"DWS RREEF Global Infrastructure T",TRUE," T","T","T","TOLTX",NA,NA,NA,2017-06-05,6,2017,NA,"Sector Equity","DWS",2017-06-05,2020-01-21,11941,"T","No",NA,NA,66680079.718,280.608,57.492,NA,NA,1.32,1.35,NA,NA,NA
"Cavanal Hill Ultr Shrt Tax-Free Inc Inv",TRUE," Inv","Inv","Investor","APUSX",NA,NA,NA,2017-12-26,12,2017,NA,"Municipal Bond","Cavanal Hill funds",2017-12-26,2020-01-21,222703,"Inv","No",NA,NA,2455108,-2396971.081,210624.617,NA,NA,NA,0.81,0.66,NA,NA
"Voya Russell Large Cap Value Idx Port A",TRUE," A","A","A","IRVAX",NA,NA,NA,2015-07-13,7,2015,NA,"U.S. Equity","Voya",2015-07-13,2020-01-21,4438,"Adv","Yes",3031.062,-0.303,0.426,3.356,2.4,0.92,0.89,0.89,0.91,NA,NA,NA
"Federated Global Allocation R6",TRUE," R6","R6","R6","FSBLX",NA,NA,NA,2016-06-29,6,2016,NA,"Allocation","Federated",2016-06-29,2020-01-21,6756026,"Retirement","No",NA,4894975.332,621449.335,-863988.485,1081577.179,NA,0.84,0.83,0.84,NA,NA,NA
"ALPS/Smith Total Return Bond I",TRUE," I","I","Instl","SMTHX",NA,NA,NA,2018-06-29,6,2018,NA,"Taxable Bond","ALPS",2018-06-29,2020-01-21,644959650,"Inst","No",NA,NA,NA,26961594.859,450305668.467,NA,NA,NA,0.67,0.67,NA,NA
"American Funds Global Insight R-3",TRUE," R-3","R3","R3","RGLDX",NA,NA,NA,2019-11-08,11,2019,NA,"International Equity","American Funds",2019-11-08,2020-01-21,10336,"Retirement","No",NA,NA,NA,NA,9844.411,NA,NA,NA,NA,NA,NA,NA
"American Funds International Vntg A",TRUE," A","A","A","AIVBX",NA,NA,NA,2019-11-08,11,2019,NA,"International Equity","American Funds",2019-11-08,2020-01-21,3406285,"A","No",NA,NA,NA,NA,2297396.546,NA,NA,NA,NA,NA,NA,NA
"American Funds International Vntg 529-E",TRUE," 529-E","529E","529E","CIVCX",NA,NA,NA,2019-11-08,11,2019,NA,"International Equity","American Funds",2019-11-08,2020-01-21,18378,"Other","No",NA,NA,NA,NA,10115.546,NA,NA,NA,NA,NA,NA,NA
"PIMCO GNMA and Government Secs I-3",TRUE," I-3","I3","I3","PANNX",NA,NA,NA,2019-01-31,1,2019,NA,"Taxable Bond","PIMCO",2019-01-31,2019-12-31,1153881,"Inst","No",NA,NA,NA,NA,1103794.293,NA,NA,NA,NA,0.86,NA,NA
"Barings Global Emerging Markets Eq C",TRUE," C","C","C","BXQCX",NA,NA,NA,2018-09-17,9,2018,NA,"International Equity","Barings Funds",2018-09-17,2020-01-21,116836,"C","No",NA,NA,NA,103614.98,-2038.904,NA,NA,NA,NA,2.2,NA,NA
"Barings Global Emerging Markets Eq Y",TRUE," Y","Y","Y","BXQYX",NA,NA,NA,2018-09-17,9,2018,NA,"International Equity","Barings Funds",2018-09-17,2020-01-21,5734003,"Inst","No",NA,NA,NA,5078995.937,-158612.868,NA,NA,NA,NA,1.2,NA,NA
